1.378046989440917969e+01,1.371719828947090747e+01,1.371218285737214337e+01,1.603741433885362255e+01,1.856326310428572413e+01,2.500114890675486023e+01,3.156982174626103088e+01,3.979513038823634474e+01,4.769790816601412331e+01,5.261727544996473682e+01,5.680747606724868604e+01,5.574767668453263525e+01,5.424574767218696536e+01,5.016472915366843210e+01,4.612421989440916548e+01,4.228046989440917969e+01,3.842437421539683839e+01,3.451735261045855907e+01,3.043671989440919035e+01,2.573880322774251539e+01,2.121063964749559361e+01,1.720871063514992017e+01,1.343170446231041026e+01,1.026812421539682951e+01,7.076766190705481741e+00,3.818278536384492661e+00,9.760717462610321027e-01,-9.695301055908202015e-01,-1.937508500652544097e+00,-1.020070229047608468e+00,6.438958203351043963e-01,3.601843351199311538e+00,6.856087178359796752e+00,1.057329396848324343e+01,1.364775384502646460e+01,1.581480631416225968e+01,1.684991433885362611e+01,1.643864890675485668e+01,1.566820137589066064e+01,1.448185878329807075e+01,1.365045446231041382e+01,1.319173532650794556e+01,1.233602544996473682e+01,1.110222915366843388e+01,9.427074832680780503e+00,7.370747672186958255e+00,5.891195203051152518e+00,4.863031622804241394e+00,4.408942116631402008e+00,4.361488412927697844e+00,4.757707548730165215e+00,5.437877301816587128e+00,7.231472980828931085e+00,9.667429770952388424e+00,1.223880322774251361e+01,1.488039273391536810e+01,1.604204396848325587e+01,1.651658100552029040e+01,1.701349458576720508e+01,1.751966742527338283e+01,1.932213656107583688e+01,2.159991433885361900e+01,2.219134952403880945e+01,2.223880322774251184e+01,1.932329396848324521e+01,1.557445137589063044e+01,1.185107174626103799e+01,8.133864956137582425e+00,5.938263104285717020e+00,4.055932857372147815e+00,2.983787795643748630e+00,2.050531622804242726e+00,1.964497672186957367e+00,1.996133474656093032e+00,3.226843351199309318e+00,4.587182857372140710e+00,5.214497672186956478e+00,5.783942116631402008e+00,4.382321746261041540e+00,2.879621128977081224e+00,2.055932857372138045e+00,1.249219894409179688e+00
1.357448397891622172e+01,1.359943616114539822e+01,1.369868520478998164e+01,1.676980870505080645e+01,2.004154948926224833e+01,2.722532731051072830e+01,3.448296728616713125e+01,4.267619455099065107e+01,5.046394885459002211e+01,5.450107826686614487e+01,5.783838373548029210e+01,5.613695680972826096e+01,5.410138147500386196e+01,5.011660708794073571e+01,4.622300706185831132e+01,4.277225393196786740e+01,3.925125214966913489e+01,3.544047467618626257e+01,3.141383257046553013e+01,2.661967177234345172e+01,2.202460678364582947e+01,1.804673880416400777e+01,1.428088286606627832e+01,1.109324158628884760e+01,7.884864782254776827e+00,4.626377127933787747e+00,1.812143733741470530e+00,-4.523433094293281831e-02,-1.059182992045346827e+00,-4.465178033825073500e-01,7.776986372365131128e-01,3.061937247912924320e+00,5.777057444400484520e+00,9.165430118717985408e+00,1.214051597335197208e+01,1.453213808255036454e+01,1.579885800082545444e+01,1.562820289736518653e+01,1.500544707229128605e+01,1.385920620113844492e+01,1.303269233398490456e+01,1.254189182103063871e+01,1.165410056733563060e+01,1.038822289388752651e+01,8.663772798251985208e+00,6.543282883454564214e+00,5.107548880672436731e+00,4.207710809032723986e+00,3.853777797382575976e+00,3.886527536558371132e+00,4.265141038558021513e+00,4.865107348764944106e+00,6.659876736697476929e+00,9.143955592548632438e+00,1.171591590379885162e+01,1.433344437710785613e+01,1.543817072904663590e+01,1.584052466749212229e+01,1.642409708967956661e+01,1.708265647065679360e+01,1.880863890849367692e+01,2.092600980051246040e+01,2.113266407802941771e+01,2.072295815731997948e+01,1.761945985267729853e+01,1.375833244005338329e+01,1.023898254438310396e+01,6.802487804337895128e+00,4.807785795991508238e+00,3.109923467700785427e+00,2.146933335549852107e+00,1.309921294165744765e+00,1.383511756693998507e+00,1.583574789210083544e+00,2.997187639149231586e+00,4.541995063944910704e+00,5.480147124456127727e+00,6.370405340418569651e+00,5.335373389453526904e+00,4.201608609415266038e+00,3.582536926229729524e+00,2.976332570465517691e+00
1.336365651412748967e+01,1.347928314427876906e+01,1.368516038301985738e+01,1.750106196535336522e+01,2.151728740440744403e+01,2.943982804951264498e+01,3.737942007698612201e+01,4.553499628112454189e+01,5.320328766523164887e+01,5.636419446404924116e+01,5.885497324165313415e+01,5.652083026651838082e+01,5.395895515784163621e+01,5.006864260350324969e+01,4.631948484833022661e+01,4.325593611767470037e+01,4.006580070644186975e+01,3.635349523782772252e+01,3.238404970661576954e+01,2.750032839727825262e+01,2.284287208533249469e+01,1.888683726530119955e+01,1.512882778868843481e+01,1.191088743048985776e+01,8.680297098373713993e+00,5.419135995956740004e+00,2.631403427707736942e+00,8.633630868974426775e-01,-1.937682815602152775e-01,1.201390823764904303e-01,9.098876043726635832e-01,2.524427467005254666e+00,4.700347959093582162e+00,7.753425684706511056e+00,1.062406231311896931e+01,1.323713503960131455e+01,1.473733609159228131e+01,1.481553444839979150e+01,1.434778427451698590e+01,1.324788317036119167e+01,1.242706396500559940e+01,1.189928075339022762e+01,1.097279514219217766e+01,9.666592959962990506e+00,7.889385735132527167e+00,5.705401428055504098e+00,4.315029101503595754e+00,3.545744411884402147e+00,3.293413295556806286e+00,3.407257626977428622e+00,3.766847263562369097e+00,4.283713895452476272e+00,6.069272928664090294e+00,8.586769885715039408e+00,1.114930792257819370e+01,1.373520059341806387e+01,1.478851197404750728e+01,1.513026775565070459e+01,1.581129605507689107e+01,1.663271298256776731e+01,1.828909339466999739e+01,2.025162708446308102e+01,2.007822789301811994e+01,1.921581809472217373e+01,1.592391777303897626e+01,1.194872324165310218e+01,8.627675815118626801e+00,5.465209504911707761e+00,3.671928988479771672e+00,2.160539664883883493e+00,1.311942681750512651e+00,5.769672426964350676e-01,8.142140258645760298e-01,1.186491673230253951e+00,2.782371737566899039e+00,4.510533144278766393e+00,5.754278797208693064e+00,6.959781101155831706e+00,6.291913556381015127e+00,5.527975762953780681e+00,5.110934161493163153e+00,4.702564964831715599e+00
1.298337482398664378e+01,1.327544902847282060e+01,1.367068463967087411e+01,1.819237651934397348e+01,2.290382887545595381e+01,3.131561052212610008e+01,3.969162664975608124e+01,4.761461286954394723e+01,5.500806074817374025e+01,5.750327897109148978e+01,5.937042707576894429e+01,5.671547032911618658e+01,5.388442464140970145e+01,5.002619346422311963e+01,4.633513430059939964e+01,4.345605348856671668e+01,4.044882105072981204e+01,3.691296315645056580e+01,3.311292294605238595e+01,2.837356783389796533e+01,2.381157318079415575e+01,1.979939595074721126e+01,1.593360087163052796e+01,1.246702984050550711e+01,9.032409774430051996e+00,5.675004540557679888e+00,2.862232848678003538e+00,1.222518016474907654e+00,2.197684946526169136e-01,4.454520714218738187e-01,9.855918297247765469e-01,2.070788969352670872e+00,3.704847176620968519e+00,6.196500802077403947e+00,8.785056053338061943e+00,1.151041359985170409e+01,1.330951919018382590e+01,1.392508061428398491e+01,1.386832418062027195e+01,1.303309443796682388e+01,1.224611717314331294e+01,1.150980501004124434e+01,1.031317072904663945e+01,8.678134431011503835e+00,6.727022667839882786e+00,4.502936639323108281e+00,3.211938334680435325e+00,2.651182596547938086e+00,2.551042403538025916e+00,2.777171554989948277e+00,3.068099219743902761e+00,3.400497933011162210e+00,4.813404384063151298e+00,6.849680683837104489e+00,9.052476936662699813e+00,1.134161686884842091e+01,1.253636017436049599e+01,1.322299076034553522e+01,1.437937117244778129e+01,1.573013082294335696e+01,1.755787273739300147e+01,1.956050814862583209e+01,1.917251584293986966e+01,1.801335330598977791e+01,1.451859695926745708e+01,1.036695485354668556e+01,7.043755627325199775e+00,3.921391038558029507e+00,2.347789708354576010e+00,1.093051401973084369e+00,5.421852482606841495e-01,1.119828921487036888e-01,6.540027582589396093e-01,1.331053488566716236e+00,3.086949202355632416e+00,4.959476806250596503e+00,6.325288186880053232e+00,7.651095655146441743e+00,7.370552054033596256e+00,7.007631475003859300e+00,6.702092220961082703e+00,6.397987500042982667e+00
1.260837482398664378e+01,1.307823332685571138e+01,1.366394668105498056e+01,1.888385408846238533e+01,2.428287165062549136e+01,3.317453723052464198e+01,4.197837025956305723e+01,4.966965764436571362e+01,5.679089199491344431e+01,5.863913577860322590e+01,5.990038925625928812e+01,5.693531253047247276e+01,5.384292098987083364e+01,5.000785969618277704e+01,4.636454222965522121e+01,4.365255192362148051e+01,4.081354023000298525e+01,3.745056531259732679e+01,3.381832200708524994e+01,2.922867998830589897e+01,2.476564638545421460e+01,2.069509887197829912e+01,1.671797532824676935e+01,1.299564442927267649e+01,9.349865434315288937e+00,5.889086874064896726e+00,3.044429423186784334e+00,1.526802054033592704e+00,5.763043145100322784e-01,7.195565749864708538e-01,1.020607479177045640e+00,1.595176032472126693e+00,2.704695029168351361e+00,4.650074093678866483e+00,6.962090482133054259e+00,9.791712504390044813e+00,1.188170228877537227e+01,1.302660643588023071e+01,1.337819202968999832e+01,1.281119824600020785e+01,1.206553988223738294e+01,1.113228370939787837e+01,9.675259930924571705e+00,7.719409861371439696e+00,5.602892081854836448e+00,3.347615825551591318e+00,2.157154384063151742e+00,1.800026275908049644e+00,1.838307661753988187e+00,2.156670772517335077e+00,2.365949593591929911e+00,2.505414469265726751e+00,3.541158252955519004e+00,5.093986022039155515e+00,6.938333744174437712e+00,8.933839960484657894e+00,1.027191703403707734e+01,1.130475914845195007e+01,1.290599697665574652e+01,1.474243303125495785e+01,1.670308661324068211e+01,1.870928662193482239e+01,1.812069876764861576e+01,1.669508257046552302e+01,1.304515755742429839e+01,8.769645689922969112e+00,5.468540447356499357e+00,2.403654992652969558e+00,1.051221720178608043e+00,5.135213228085673542e-02,-2.039458593727711266e-01,-3.316030059559740284e-01,5.157007238301422047e-01,1.498415686445345729e+00,3.413207679142278739e+00,5.428764756172348882e+00,6.914479197139138833e+00,8.358363956311457343e+00,8.450201245478558221e+00,8.472702766953085884e+00,8.280024319726514648e+00,8.081966373282419625e+00
1.232316355638101157e+01,1.299353066644882482e+01,1.378875106290161590e+01,1.957810291475346887e+01,2.553443659585240511e+01,3.474691594726955657e+01,4.383224349899968075e+01,5.130698158802768205e+01,5.820071202621234363e+01,5.972012169409619275e+01,6.067699332511688226e+01,5.758359109072286230e+01,5.436287404151403990e+01,5.039948723921877161e+01,4.662784426408401828e+01,4.378752844944308720e+01,4.086713960402489221e+01,3.761644950665053244e+01,3.412466003525426572e+01,2.977562834511340384e+01,2.547104544648707503e+01,2.130425380155576320e+01,1.715557313732344724e+01,1.305628605681571131e+01,9.078151819291814917e+00,5.392803618978824431e+00,2.399867607850320717e+00,8.982809272730296613e-01,-3.617612367463098055e-02,1.231168253777073368e-01,3.639173383319755928e-01,7.459976287162578545e-01,1.625469677055675799e+00,3.282116347199994344e+00,5.411816616718344797e+00,8.209357261823534202e+00,1.045388538736692041e+01,1.199178640458132605e+01,1.270663490918921745e+01,1.246847524130537366e+01,1.189124410758949502e+01,1.095798793474999044e+01,9.406480588201569404e+00,7.266162600025587892e+00,5.128713678098967499e+00,2.993742586114971349e+00,1.923586308945781642e+00,1.686763365109927637e+00,1.629387473960561827e+00,1.699119911797459803e+00,1.605973067770334772e+00,1.408583483350233534e+00,1.990493151234079550e+00,3.021998541600972477e+00,4.529883039949086587e+00,6.284778927620806144e+00,7.798521102894672374e+00,9.200299054555237888e+00,1.072798445709393178e+01,1.230776949447874458e+01,1.374768755220781991e+01,1.513632105072981560e+01,1.458509626373625245e+01,1.340811073947960708e+01,1.041370215836326807e+01,6.908143342505134399e+00,4.041310400408142378e+00,1.329320094374408789e+00,2.233656951394851764e-01,-5.519342526956695361e-01,-5.484294274478888065e-01,-4.114152125287443562e-01,7.498556534076044056e-01,2.053384387540806877e+00,4.108043359893452262e+00,6.243905601242770942e+00,7.812757757389529267e+00,9.336845959441347986e+00,9.547032231394052104e+00,9.689838917187826084e+00,9.633115086549675965e+00,9.571402993000727832e+00
1.206568116201481367e+01,1.293388343118539296e+01,1.393562769305289351e+01,2.027905166279728988e+01,2.677778557863801012e+01,3.630506344335719149e+01,4.566723958663661875e+01,5.293812725834590083e+01,5.961718307472565925e+01,6.082179422930745005e+01,6.148677097248256018e+01,5.826637995352933785e+01,5.491955440145144252e+01,5.083519407281293923e+01,4.694063769131406616e+01,4.396798619592196644e+01,4.095960178451525735e+01,3.780381909454828815e+01,3.443393233572374612e+01,3.030278666540553445e+01,2.613637538910575131e+01,2.186064073426311793e+01,1.753344220357279681e+01,1.306588764784335766e+01,8.763500019604803626e+00,4.860265799469174475e+00,1.719377258345885728e+00,2.204640258645778061e-01,-7.060704898718151989e-01,-5.287317661715895678e-01,-3.354175599465856195e-01,-1.144125173452979899e-01,5.674688945830616005e-01,1.969469633584970625e+00,3.940686595852407326e+00,6.715502932141741432e+00,9.108668251216684553e+00,1.101416838162879763e+01,1.207152797126537713e+01,1.214683009263557523e+01,1.173341286084979984e+01,1.080684030825025310e+01,9.179172293991866738e+00,6.883794316248852851e+00,4.747290882063497364e+00,2.747997280950653209e+00,1.785398385106450325e+00,1.634125780342061685e+00,1.475680509954303110e+00,1.312154601416656963e+00,9.429579399664758110e-01,4.421319966522680445e-01,6.027779712653787980e-01,1.145042360067325848e+00,2.330939377977255145e+00,3.850571833202442562e+00,5.507441290688102065e+00,7.228027927794671292e+00,8.637233935445522093e+00,9.917592786080200895e+00,1.081013864766948096e+01,1.156048641327545923e+01,1.102944289910401210e+01,1.008504735919791351e+01,7.748893864153562738e+00,5.021308444226578516e+00,2.644107740001254481e+00,3.518487850369014236e-01,-4.995411906195123541e-01,-1.054281670536045379e+00,-8.273646126330740369e-01,-4.664491196753277058e-01,9.697793623277901620e-01,2.555356870587233153e+00,4.739466155928925062e+00,6.988281579333537330e+00,8.637875128281550019e+00,1.024016168714087627e+01,1.057686399978215697e+01,1.084866455620712777e+01,1.093462786693569910e+01,1.101594524652185569e+01
1.211321637328241962e+01,1.314984587249994519e+01,1.432529905455524144e+01,2.105369955012123029e+01,2.793075897456914802e+01,3.770666751221477853e+01,4.729458700447698760e+01,5.450131192188267448e+01,6.110681531259732679e+01,6.215101958142012961e+01,6.266145798343718099e+01,5.932878214445264575e+01,5.588023515262514707e+01,5.175577310254688967e+01,4.779783643935788007e+01,4.464873736963087936e+01,4.147955483615843519e+01,3.822752801473608031e+01,3.477548163149839411e+01,3.061225458402837774e+01,2.636094502916834870e+01,2.183657970139926974e+01,1.725429509872146738e+01,1.251404883720173267e+01,7.976528188618888571e+00,3.928927771300160021e+00,6.436730329937736528e-01,-9.996063966706332238e-01,-2.007518064206712971e+00,-1.790077619066737791e+00,-1.503844789993533881e+00,-1.098371828769397318e+00,-2.570616218488628868e-01,1.265244281472294396e+00,3.340138865022986625e+00,6.195158644191819164e+00,8.672048532906824647e+00,1.066577245048638645e+01,1.183737304168791482e+01,1.205704136024120743e+01,1.175669142110018939e+01,1.091032231138014197e+01,9.408045533428484930e+00,7.281094785732420860e+00,5.386179770952385759e+00,3.691659252781637868e+00,2.696392125325541400e+00,2.248366781907006562e+00,1.929319007606885572e+00,1.701630344765639791e+00,1.346518190357711475e+00,9.098550013471036202e-01,1.007511930576802772e+00,1.413430466483601489e+00,2.436573180794156190e+00,3.779758061684444392e+00,5.221838786775736097e+00,6.709835439531762091e+00,7.506365390844581320e+00,8.016771189836065403e+00,8.068941464570889011e+00,7.953092047078279769e+00,7.253230066553151723e+00,6.364976936662701590e+00,4.717203723308496244e+00,2.855815486480107079e+00,1.577206331550548235e+00,4.398769540509835374e-01,-6.800754429713319615e-02,-4.463004498787688790e-01,-3.852675860290049603e-01,-2.489217331338563766e-01,1.033159644017932033e+00,2.474370955094275182e+00,4.673347220091679688e+00,6.954244020648092217e+00,8.658219416231471399e+00,1.031664838510645055e+01,1.086970437536901102e+01,1.136607457185657921e+01,1.166878279651316319e+01,1.196664947187396955e+01
1.220300510567678565e+01,1.339825919192265502e+01,1.473733609159227953e+01,2.182932552821199579e+01,2.906432270261644746e+01,3.908797076382320057e+01,4.890159013436744573e+01,5.605484608985345574e+01,6.259540425365105420e+01,6.346850784433092940e+01,6.381338808255037520e+01,6.035506018305463272e+01,5.679768429190527712e+01,5.266252844944307299e+01,4.867077158107235846e+01,4.537552401543160840e+01,4.206523558733215395e+01,3.869290360159052966e+01,3.512974610724173630e+01,3.088809791562288609e+01,2.651380974834761517e+01,2.172833765653750504e+01,1.689092351117147928e+01,1.191184921974389788e+01,7.172537578290249627e+00,3.012652340940222828e+00,-4.024059097987838785e-01,-2.213221420144810825e+00,-3.335721854851817714e+00,-3.130757500826431450e+00,-2.776145259477101668e+00,-2.162143346766266738e+00,-1.118216203660721719e+00,5.974691119365612701e-01,2.828423511171482829e+00,5.786816616718335027e+00,8.352604088462380005e+00,1.041672880590283690e+01,1.168433443970564944e+01,1.202965481877015996e+01,1.182452744961696744e+01,1.104142994483519225e+01,9.662218720700263219e+00,7.715280144800408024e+00,6.040544229307455382e+00,4.600892429620448532e+00,3.555047141844406511e+00,2.817398254694348125e+00,2.362091568900573257e+00,2.106777275734166732e+00,1.791962460919352740e+00,1.439067312249555419e+00,1.460563573769291024e+00,1.698054879629141478e+00,2.509929988305893644e+00,3.619633735480304093e+00,4.814235761214962217e+00,6.048254844852576362e+00,6.326700984654353377e+00,6.209737630455084201e+00,5.553683248608451528e+00,4.699962156624448717e+00,3.843714330159481829e+00,2.986651428055504987e+00,1.987700158711037890e+00,9.488427860801849079e-01,6.993372653011986628e-01,6.411897692135619664e-01,4.542711898360616285e-01,2.408409168400621470e-01,1.228831703611884402e-01,2.129214271382267459e-02,1.115514886584443532e+00,2.375822876499249059e+00,4.561975284776082162e+00,6.848218981524461846e+00,8.619487021865273491e+00,1.035009908933180078e+01,1.112198658715826305e+01,1.184470872243908701e+01,1.234855587945526167e+01,1.284693116201481189e+01
1.263082200708523573e+01,1.390627953621060442e+01,1.532829853290683175e+01,2.261277623243734780e+01,3.004260908759297166e+01,4.030686747743822451e+01,5.034583896065853281e+01,5.753117629329634042e+01,6.407564682016122504e+01,6.469209939362670525e+01,6.478326288693220647e+01,6.109234500308593852e+01,5.736928053603672595e+01,5.345869433363714052e+01,4.966959787215217403e+01,4.647059443796682388e+01,4.317673793474999400e+01,3.949161252177832893e+01,3.558573202273469605e+01,3.089494455099064396e+01,2.609303510046029828e+01,2.094664751569243322e+01,1.585375606203219689e+01,1.090676314775641664e+01,6.232396733219828455e+00,2.216877693052899279e+00,-1.211482592114902612e+00,-3.375193251130726324e+00,-4.877975375978579997e+00,-5.106109613502487932e+00,-4.879431644453628536e+00,-3.864412517345295228e+00,-2.272363308512051816e+00,2.212954030163712948e-01,3.027367173143313828e+00,6.274492673056363046e+00,8.970561834941253920e+00,1.096250345379016089e+01,1.218022645848499153e+01,1.250148580468565385e+01,1.224882322426485715e+01,1.139354262089153202e+01,1.011879149065331518e+01,8.444544620543759095e+00,6.818713243391962386e+00,5.234695246521857470e+00,3.994992368761463908e+00,3.024753497260857849e+00,2.627936639323107393e+00,2.637293707659049247e+00,2.572478892844234366e+00,2.460194072812935673e+00,2.300156688010292605e+00,2.112569746608797150e+00,2.325070833376316148e+00,2.745024971787029422e+00,3.430628562466915277e+00,4.239569398843187287e+00,4.756669685749816523e+00,5.153008365979344418e+00,4.845936769735212479e+00,4.280948072117405800e+00,3.367775363023331803e+00,2.342285230872407364e+00,1.675689204094450435e+00,1.110032144452645753e+00,1.333726936662699813e+00,1.748779753564108308e+00,1.702510626455779885e+00,1.561263452051329104e+00,1.159463765040374961e+00,7.129979330111626545e-01,1.349669816161912284e+00,2.136777493087669288e+00,4.088579353633671865e+00,6.166294098895352960e+00,8.108141168970124824e+00,1.003926184363539953e+01,1.104980348856671135e+01,1.201313595248603505e+01,1.259327418931441755e+01,1.316383257046551769e+01
